trialNum,trialType,event,time
1,audio-test,startAttnGetter,0.02191083296202123
1,audio-test,endAttnGetter,3.4841819159919396
1,audio-test,startTrial,5.641059999994468
1,audio-test,endTrial,41.8191078749951
2,calibration-short,startAttnGetter,42.984224332962185
2,calibration-short,endAttnGetter,46.18798595800763
2,calibration-short,startTrial,47.32341704098508
2,calibration-short,endTrial,66.33730483299587
3,train,startAttnGetter,70.15066466596909
3,train,endAttnGetter,73.25064029096393
3,train,startTrial,73.66749229095876
3,train,endTrial,133.67307058296865
4,fam,startAttnGetter,135.35313616599888
4,fam,endAttnGetter,138.63416287500877
4,fam,startTrial,139.87055195798166
4,fam,endTrial,199.88616770796943
5,train,startAttnGetter,200.80288249999285
5,train,endAttnGetter,203.88890270795673
5,train,startTrial,205.8315528749954
5,train,endTrial,249.64204212499317
6,fam,startAttnGetter,250.80122712498996
6,fam,endAttnGetter,253.88458733301377
6,fam,startTrial,254.42979966598796
6,fam,endTrial,297.55747270799475
7,train,startAttnGetter,298.13476237497525
7,train,endAttnGetter,301.1683624999714
7,train,startTrial,301.67110195796704
7,train,endTrial,361.6869704579585
8,fam,startAttnGetter,362.8017122079618
8,fam,endAttnGetter,365.8714562910027
8,fam,startTrial,366.0123564999667
8,fam,endTrial,394.06369754095795
9,train,startAttnGetter,394.6184947079746
9,train,endAttnGetter,397.6518337079906
9,train,startTrial,398.2736217909842
9,train,endTrial,449.5737883329857
9,train,startAttnGetter,479.85211450001225
9,train,endAttnGetter,482.88899195799604
9,train,startTrial,483.4204744999879
9,train,endTrial,500.3258067079587
10,fam,startAttnGetter,500.8370006660116
10,fam,endAttnGetter,503.88564658298856
10,fam,startTrial,504.4269155829679
10,fam,endTrial,519.1088429579977
11,test,startAttnGetter,519.4355774580035
11,test,endAttnGetter,522.5022406249773
11,test,startTrial,522.6589713749709
11,test,endTrial,537.9571343329735
12,test,startAttnGetter,538.9023863329785
12,test,endAttnGetter,541.9718156660092
12,test,startTrial,542.1527864999953
12,test,endTrial,548.2378177909995
13,test,startAttnGetter,549.3441843749606
13,test,endAttnGetter,552.4691069999826
13,test,startTrial,552.6010319159832
13,test,endTrial,566.2754988750094
14,test,startAttnGetter,566.80859375
14,test,endAttnGetter,569.8558504999964
14,test,startTrial,571.6080152500072
14,test,endTrial,584.309051749995
15,calibration-long,startAttnGetter,585.5524999999907
15,calibration-long,endAttnGetter,588.6230812499998
15,calibration-long,startTrial,589.3426522910013
15,calibration-long,endTrial,608.3716524160118
